date,mode,ridership
2024-12-27,MRT,345811
2024-12-27,Monorail,69948
2024-12-27,KTM,258207
2024-12-28,Bus,262659
2024-12-28,LRT,364467
2024-12-28,MRT,242994
2024-12-28,Monorail,52188
2024-12-28,KTM,183589
2024-12-29,Bus,206932
2024-12-29,LRT,316114
2024-12-29,MRT,209823
2024-12-29,Monorail,43212
2024-12-29,KTM,150673
2024-12-30,Bus,352053
2024-12-30,LRT,512575
2024-12-30,MRT,352299
2024-12-30,Monorail,70097
2024-12-30,KTM,253083
2024-12-31,Bus,348977
2024-12-31,LRT,520966
2024-12-31,MRT,342325
2024-12-31,Monorail,72117
2024-12-31,KTM,258330
2025-01-01,Bus,347022
2025-01-01,LRT,509228
2025-01-01,MRT,340604
2025-01-01,Monorail,74486
2025-01-01,KTM,250520
2025-01-02,Bus,354422
2025-01-02,LRT,498793
2025-01-02,MRT,349497
2025-01-02,Monorail,68962
2025-01-02,KTM,257440
2025-01-03,Bus,349599
2025-01-03,LRT,531839
2025-01-03,MRT,351189
2025-01-03,Monorail,74488
2025-01-03,KTM,253255
2025-01-04,Bus,239705
2025-01-04,LRT,357095
2025-01-04,MRT,258206
2025-01-04,Monorail,50444
2025-01-04,KTM,190060
2025-01-05,Bus,210522
2025-01-05,LRT,298988
2025-01-05,MRT,228825
2025-01-05,Monorail,45109
2025-01-05,KTM,154478
2025-01-06,Bus,350887
2025-01-06,LRT,494707
2025-01-06,MRT,346823
2025-01-06,Monorail,74822
2025-01-06,KTM,267726
2025-01-07,Bus,347504
2025-01-07,LRT,522924
2025-01-07,MRT,337008
2025-01-07,Monorail,72405
2025-01-07,KTM,265732
2025-01-08,Bus,342448
2025-01-08,LRT,511631
2025-01-08,MRT,345237
2025-01-08,Monorail,71241
2025-01-08,KTM,251664
2025-01-09,Bus,346479
2025-01-09,LRT,513757
2025-01-09,MRT,345358
2025-01-09,Monorail,73273
2025-01-09,KTM,260690
2025-01-10,Bus,355800
2025-01-10,LRT,504713
2025-01-10,MRT,344692
2025-01-10,Monorail,71585
2025-01-10,KTM,268558
2025-01-11,Bus,253630
2025-01-11,LRT,360530
2025-01-11,MRT,257946
2025-01-11,Monorail,52837
2025-01-11,KTM,178862
2025-01-12,Bus,222552
2025-01-12,LRT,309048
2025-01-12,MRT,201355
2025-01-12,Monorail,44255
2025-01-12,KTM,156182
2025-01-13,Bus,357212
2025-01-13,LRT,511919
2025-01-13,MRT,354949
2025-01-13,Monorail,73753
2025-01-13,KTM,269199
2025-01-14,Bus,348651
2025-01-14,LRT,508639
2025-01-14,MRT,359345
2025-01-14,Monorail,69405
2025-01-14,KTM,253865
2025-01-15,Bus,351994
2025-01-15,LRT,526265
2025-01-15,MRT,353289
2025-01-15,Monorail,70197
2025-01-15,KTM,253701
2025-01-16,Bus,348547
2025-01-16,LRT,515116
2025-01-16,MRT,354248
2025-01-16,Monorail,69476
2025-01-16,KTM,253959
2025-01-17,Bus,357499
2025-01-17,LRT,509399
2025-01-17,MRT,343351
2025-01-17,Monorail,72162
2025-01-17,KTM,268390
2025-01-18,Bus,250542
2025-01-18,LRT,351651
2025-01-18,MRT,251087
2025-01-18,Monorail,49089
2025-01-18,KTM,180707
2025-01-19,Bus,224200
2025-01-19,LRT,307368
2025-01-19,MRT,219347
2025-01-19,Monorail,43520
2025-01-19,KTM,164111
2025-01-20,Bus,357123
2025-01-20,LRT,544412
2025-01-20,MRT,349709
2025-01-20,Monorail,70259
2025-01-20,KTM,258534
2025-01-21,Bus,355650
2025-01-21,LRT,530151
2025-01-21,MRT,349039
2025-01-21,Monorail,75353
2025-01-21,KTM,265492
2025-01-22,Bus,360200
2025-01-22,LRT,526783
2025-01-22,MRT,351562
2025-01-22,Monorail,70583
2025-01-22,KTM,254976
2025-01-23,Bus,349181
2025-01-23,LRT,511646
2025-01-23,MRT,356367
2025-01-23,Monorail,70054
2025-01-23,KTM,254573
2025-01-24,Bus,354299
2025-01-24,LRT,519479
2025-01-24,MRT,349846
2025-01-24,Monorail,73095
2025-01-24,KTM,251546
2025-01-25,Bus,260641
2025-01-25,LRT,363743
2025-01-25,MRT,241461
2025-01-25,Monorail,55603
2025-01-25,KTM,194341
2025-01-26,Bus,214929
2025-01-26,LRT,306106
2025-01-26,MRT,220960
2025-01-26,Monorail,44850
2025-01-26,KTM,164734
2025-01-27,Bus,354227
2025-01-27,LRT,513177
2025-01-27,MRT,362532
2025-01-27,Monorail,72675
2025-01-27,KTM,273744
2025-01-28,Bus,243527
2025-01-28,LRT,366642
2025-01-28,MRT,243862
2025-01-28,Monorail,52719
2025-01-28,KTM,180117
2025-01-29,Bus,252329
2025-01-29,LRT,364223
2025-01-29,MRT,252670
2025-01-29,Monorail,52188
2025-01-29,KTM,184864
2025-01-30,Bus,249012
2025-01-30,LRT,354493
2025-01-30,MRT,242262
2025-01-30,Monorail,51602
2025-01-30,KTM,192694
2025-01-31,Bus,252635
2025-01-31,LRT,353909
2025-01-31,MRT,242324
2025-01-31,Monorail,50258
2025-01-31,KTM,181983
2025-02-01,Bus,174329
2025-02-01,LRT,265931
2025-02-01,MRT,169503
2025-02-01,Monorail,37143
2025-02-01,KTM,129261
2025-02-02,Bus,151251
2025-02-02,LRT,215985
2025-02-02,MRT,158223
2025-02-02,Monorail,29610
2025-02-02,KTM,116233
2025-02-03,Bus,349734
2025-02-03,LRT,512127
2025-02-03,MRT,362947
2025-02-03,Monorail,71333
2025-02-03,KTM,269576
2025-02-04,Bus,345742
2025-02-04,LRT,516600
2025-02-04,MRT,342561
2025-02-04,Monorail,75384
2025-02-04,KTM,260716
2025-02-05,Bus,359080
2025-02-05,LRT,517897
2025-02-05,MRT,356970
2025-02-05,Monorail,75174
2025-02-05,KTM,256864
2025-02-06,Bus,369225
2025-02-06,LRT,515237
2025-02-06,MRT,359513
2025-02-06,Monorail,73530
2025-02-06,KTM,259021
2025-02-07,Bus,361040
2025-02-07,LRT,508153
2025-02-07,MRT,349476
2025-02-07,Monorail,68956
2025-02-07,KTM,261883
2025-02-08,Bus,258503
2025-02-08,LRT,365273
2025-02-08,MRT,252974
2025-02-08,Monorail,50031
2025-02-08,KTM,183817
2025-02-09,Bus,221274
2025-02-09,LRT,306768
2025-02-09,MRT,221488
2025-02-09,Monorail,43811
2025-02-09,KTM,158443
2025-02-10,Bus,346760
2025-02-10,LRT,497368
2025-02-10,MRT,342960
2025-02-10,Monorail,72506
2025-02-10,KTM,270144
2025-02-11,Bus,366708
2025-02-11,LRT,519386
2025-02-11,MRT,347577
2025-02-11,Monorail,70442
2025-02-11,KTM,262915
2025-02-12,Bus,354831
2025-02-12,LRT,514601
2025-02-12,MRT,366964
2025-02-12,Monorail,72439
2025-02-12,KTM,262858
2025-02-13,Bus,356970
2025-02-13,LRT,502375
2025-02-13,MRT,348400
2025-02-13,Monorail,76404
2025-02-13,KTM,263559
2025-02-14,Bus,356110
2025-02-14,LRT,517121
2025-02-14,MRT,355725
2025-02-14,Monorail,73777
2025-02-14,KTM,261034
2025-02-15,Bus,255638
2025-02-15,LRT,381365
2025-02-15,MRT,254358
2025-02-15,Monorail,53010
2025-02-15,KTM,191884
2025-02-16,Bus,211356
2025-02-16,LRT,296921
2025-02-16,MRT,214954
2025-02-16,Monorail,43319
2025-02-16,KTM,165035
2025-02-17,Bus,362442
2025-02-17,LRT,512629
2025-02-17,MRT,353153
2025-02-17,Monorail,69909
2025-02-17,KTM,260440
2025-02-18,Bus,369139
2025-02-18,LRT,532722
2025-02-18,MRT,362959
2025-02-18,Monorail,70746
2025-02-18,KTM,266300
2025-02-19,Bus,355599
2025-02-19,LRT,527728
2025-02-19,MRT,351063
2025-02-19,Monorail,69901
2025-02-19,KTM,262905
2025-02-20,Bus,363784
2025-02-20,LRT,501869
2025-02-20,MRT,357805
2025-02-20,Monorail,73356
2025-02-20,KTM,261632
2025-02-21,Bus,366217
2025-02-21,LRT,519411
2025-02-21,MRT,359950
2025-02-21,Monorail,73992
2025-02-21,KTM,272616
2025-02-22,Bus,254676
2025-02-22,LRT,364184
2025-02-22,MRT,251079
2025-02-22,Monorail,50877
2025-02-22,KTM,188302
2025-02-23,Bus,217094
2025-02-23,LRT,332043
2025-02-23,MRT,204623
2025-02-23,Monorail,45740
2025-02-23,KTM,156879
2025-02-24,Bus,346166
2025-02-24,LRT,507278
2025-02-24,MRT,364434
2025-02-24,Monorail,76205
2025-02-24,KTM,270495
2025-02-25,Bus,352938
2025-02-25,LRT,518398
2025-02-25,MRT,351662
2025-02-25,Monorail,77189
2025-02-25,KTM,261153
2025-02-26,Bus,357991
2025-02-26,LRT,514336
2025-02-26,MRT,352855
2025-02-26,Monorail,74904
2025-02-26,KTM,271415
2025-02-27,Bus,365265
2025-02-27,LRT,518016
2025-02-27,MRT,346083
2025-02-27,Monorail,73090
2025-02-27,KTM,251178
2025-02-28,Bus,351346
2025-02-28,LRT,526235
2025-02-28,MRT,351444
2025-02-28,Monorail,74899
2025-02-28,KTM,259302
2025-03-01,Bus,262442
2025-03-01,LRT,366956
2025-03-01,MRT,242380
2025-03-01,Monorail,55041
2025-03-01,KTM,195297
2025-03-02,Bus,225431
2025-03-02,LRT,310323
2025-03-02,MRT,215302
2025-03-02,Monorail,41229
2025-03-02,KTM,160621
2025-03-03,Bus,340087
2025-03-03,LRT,516775
2025-03-03,MRT,339609
2025-03-03,Monorail,75728
2025-03-03,KTM,268737
2025-03-04,Bus,365662
2025-03-04,LRT,519607
2025-03-04,MRT,339068
2025-03-04,Monorail,71802
2025-03-04,KTM,259509
2025-03-05,Bus,352466
2025-03-05,LRT,504346
2025-03-05,MRT,343788
2025-03-05,Monorail,71846
2025-03-05,KTM,265146
2025-03-06,Bus,360506
2025-03-06,LRT,522833
2025-03-06,MRT,333553
2025-03-06,Monorail,72222
2025-03-06,KTM,258311
2025-03-07,Bus,364379
2025-03-07,LRT,514272
2025-03-07,MRT,341976
2025-03-07,Monorail,73562
2025-03-07,KTM,257925
2025-03-08,Bus,265793
2025-03-08,LRT,369398
2025-03-08,MRT,262661
2025-03-08,Monorail,50365
2025-03-08,KTM,199647
2025-03-09,Bus,228353
2025-03-09,LRT,322474
2025-03-09,MRT,217750
2025-03-09,Monorail,44694
2025-03-09,KTM,172774
2025-03-10,Bus,345971
2025-03-10,LRT,524261
2025-03-10,MRT,339514
2025-03-10,Monorail,74029
2025-03-10,KTM,265988
2025-03-11,Bus,353470
2025-03-11,LRT,525396
2025-03-11,MRT,353723
2025-03-11,Monorail,73452
2025-03-11,KTM,266086
2025-03-12,Bus,357942
2025-03-12,LRT,503665
2025-03-12,MRT,341688
2025-03-12,Monorail,73788
2025-03-12,KTM,255082
2025-03-13,Bus,361317
2025-03-13,LRT,534526
2025-03-13,MRT,353457
2025-03-13,Monorail,72433
2025-03-13,KTM,261103
2025-03-14,Bus,359969
2025-03-14,LRT,514874
2025-03-14,MRT,348734
2025-03-14,Monorail,74436
2025-03-14,KTM,255688
2025-03-15,Bus,264266
2025-03-15,LRT,376200
2025-03-15,MRT,250963
2025-03-15,Monorail,54692
2025-03-15,KTM,181451
2025-03-16,Bus,225458
2025-03-16,LRT,331768
2025-03-16,MRT,210810
2025-03-16,Monorail,47276
2025-03-16,KTM,161305
2025-03-17,Bus,356944
2025-03-17,LRT,528665
2025-03-17,MRT,367886
2025-03-17,Monorail,73967
2025-03-17,KTM,263452
2025-03-18,Bus,345709
2025-03-18,LRT,523771
2025-03-18,MRT,340501
2025-03-18,Monorail,74979
2025-03-18,KTM,257665
2025-03-19,Bus,352391
2025-03-19,LRT,508238
2025-03-19,MRT,351235
2025-03-19,Monorail,74861
2025-03-19,KTM,264436
2025-03-20,Bus,359236
2025-03-20,LRT,504691
2025-03-20,MRT,357014
2025-03-20,Monorail,78395
2025-03-20,KTM,265983
2025-03-21,Bus,348078
2025-03-21,LRT,516759
2025-03-21,MRT,345450
2025-03-21,Monorail,75564
2025-03-21,KTM,259990
2025-03-22,Bus,261001
2025-03-22,LRT,367382
2025-03-22,MRT,238778
2025-03-22,Monorail,52532
2025-03-22,KTM,201909
2025-03-23,Bus,227980
2025-03-23,LRT,312618
2025-03-23,MRT,212754
2025-03-23,Monorail,43614
2025-03-23,KTM,153741
2025-03-24,Bus,365280
2025-03-24,LRT,495984
2025-03-24,MRT,351797
2025-03-24,Monorail,72713
2025-03-24,KTM,270700
2025-03-25,Bus,344267
2025-03-25,LRT,503703
2025-03-25,MRT,345474
2025-03-25,Monorail,72585
2025-03-25,KTM,252928
2025-03-26,Bus,340984
2025-03-26,LRT,529086
2025-03-26,MRT,349037
2025-03-26,Monorail,74238
2025-03-26,KTM,261718
2025-03-27,Bus,369688
2025-03-27,LRT,514169
2025-03-27,MRT,353899
2025-03-27,Monorail,71883
2025-03-27,KTM,259417
2025-03-28,Bus,355776
2025-03-28,LRT,537110
2025-03-28,MRT,347291
2025-03-28,Monorail,75580
2025-03-28,KTM,261194
2025-03-29,Bus,250936
2025-03-29,LRT,385689
2025-03-29,MRT,252918
2025-03-29,Monorail,50038
2025-03-29,KTM,198615
2025-03-30,Bus,229936
2025-03-30,LRT,321034
2025-03-30,MRT,203424
2025-03-30,Monorail,42242
2025-03-30,KTM,165961
2025-03-31,Bus,360769
2025-03-31,LRT,500252
2025-03-31,MRT,349204
2025-03-31,Monorail,73008
2025-03-31,KTM,258766
2025-04-01,Bus,363044
2025-04-01,LRT,513396
2025-04-01,MRT,347065
2025-04-01,Monorail,70927
2025-04-01,KTM,262132
2025-04-02,Bus,358216
2025-04-02,LRT,530047
2025-04-02,MRT,350963
2025-04-02,Monorail,70119
2025-04-02,KTM,258956
2025-04-03,Bus,361682
2025-04-03,LRT,530217
2025-04-03,MRT,335335
2025-04-03,Monorail,71333
2025-04-03,KTM,265059
2025-04-04,Bus,360242
2025-04-04,LRT,516323
2025-04-04,MRT,342163
2025-04-04,Monorail,71091
2025-04-04,KTM,258341
2025-04-05,Bus,264593
2025-04-05,LRT,353468
2025-04-05,MRT,239595
2025-04-05,Monorail,52275
2025-04-05,KTM,180452
2025-04-06,Bus,235897
2025-04-06,LRT,302279
2025-04-06,MRT,215185
2025-04-06,Monorail,43787
2025-04-06,KTM,160958
2025-04-07,Bus,362502
2025-04-07,LRT,506689
2025-04-07,MRT,356711
2025-04-07,Monorail,71523
2025-04-07,KTM,267715
2025-04-08,Bus,341162
2025-04-08,LRT,531682
2025-04-08,MRT,345805
2025-04-08,Monorail,72563
2025-04-08,KTM,262870
2025-04-09,Bus,359688
2025-04-09,LRT,529330
2025-04-09,MRT,335867
2025-04-09,Monorail,74547
2025-04-09,KTM,258102
2025-04-10,Bus,361461
2025-04-10,LRT,518927
2025-04-10,MRT,343451
2025-04-10,Monorail,75433
2025-04-10,KTM,264461
2025-04-11,Bus,363469
2025-04-11,LRT,515046
2025-04-11,MRT,332813
2025-04-11,Monorail,72849
2025-04-11,KTM,263439
2025-04-12,Bus,250874
2025-04-12,LRT,385491
2025-04-12,MRT,240689
2025-04-12,Monorail,52679
2025-04-12,KTM,192857
2025-04-13,Bus,222047
2025-04-13,LRT,305530
2025-04-13,MRT,220607
2025-04-13,Monorail,44623
2025-04-13,KTM,162822
2025-04-14,Bus,367260
2025-04-14,LRT,514709
2025-04-14,MRT,339367
2025-04-14,Monorail,73480
2025-04-14,KTM,260065
2025-04-15,Bus,365356
2025-04-15,LRT,522939
2025-04-15,MRT,350777
2025-04-15,Monorail,73294
2025-04-15,KTM,260292
2025-04-16,Bus,355153
2025-04-16,LRT,507403
2025-04-16,MRT,347791
2025-04-16,Monorail,75110
2025-04-16,KTM,258681
2025-04-17,Bus,355843
2025-04-17,LRT,510429
2025-04-17,MRT,339171
2025-04-17,Monorail,68832
2025-04-17,KTM,266046
2025-04-18,Bus,354290
2025-04-18,LRT,504353
2025-04-18,MRT,347292
2025-04-18,Monorail,72047
2025-04-18,KTM,263107
2025-04-19,Bus,253522
2025-04-19,LRT,381889
2025-04-19,MRT,240534
2025-04-19,Monorail,52857
2025-04-19,KTM,181536
2025-04-20,Bus,210798
2025-04-20,LRT,335601
2025-04-20,MRT,219371
2025-04-20,Monorail,44887
2025-04-20,KTM,161746
2025-04-21,Bus,341164
2025-04-21,LRT,513716
2025-04-21,MRT,341404
2025-04-21,Monorail,70637
2025-04-21,KTM,263137
2025-04-22,Bus,350650
2025-04-22,LRT,515305
2025-04-22,MRT,344293
2025-04-22,Monorail,69921
2025-04-22,KTM,260290
2025-04-23,Bus,354575
2025-04-23,LRT,496778
2025-04-23,MRT,343415
2025-04-23,Monorail,74013
2025-04-23,KTM,267023
2025-04-24,Bus,355438
2025-04-24,LRT,512699
2025-04-24,MRT,354941
2025-04-24,Monorail,70950
2025-04-24,KTM,262231
2025-04-25,Bus,363906
2025-04-25,LRT,506891
2025-04-25,MRT,351815
2025-04-25,Monorail,68988
2025-04-25,KTM,256516
2025-04-26,Bus,252050
2025-04-26,LRT,361987
2025-04-26,MRT,226258
2025-04-26,Monorail,53793
2025-04-26,KTM,182223
2025-04-27,Bus,233093
2025-04-27,LRT,324388
2025-04-27,MRT,217149
2025-04-27,Monorail,45768
2025-04-27,KTM,164143
2025-04-28,Bus,356249
2025-04-28,LRT,505085
2025-04-28,MRT,334319
2025-04-28,Monorail,72131
2025-04-28,KTM,270475
2025-04-29,Bus,354203
2025-04-29,LRT,508588
2025-04-29,MRT,346662
2025-04-29,Monorail,70555
2025-04-29,KTM,254842
2025-04-30,Bus,359559
2025-04-30,LRT,518082
2025-04-30,MRT,344814
2025-04-30,Monorail,72097
2025-04-30,KTM,262613
2025-05-01,Bus,293199
2025-05-01,LRT,417697
2025-05-01,MRT,279135
2025-05-01,Monorail,60805
2025-05-01,KTM,210502
2025-05-02,Bus,284590
2025-05-02,LRT,415061
2025-05-02,MRT,286913
2025-05-02,Monorail,56262
2025-05-02,KTM,216091
2025-05-03,Bus,215920
2025-05-03,LRT,307004
2025-05-03,MRT,207547
2025-05-03,Monorail,39854
2025-05-03,KTM,157552
2025-05-04,Bus,220308
2025-05-04,LRT,297218
2025-05-04,MRT,202846
2025-05-04,Monorail,43240
2025-05-04,KTM,152746
2025-05-05,Bus,348865
2025-05-05,LRT,530938
2025-05-05,MRT,332326
2025-05-05,Monorail,71641
2025-05-05,KTM,260582
2025-05-06,Bus,351215
2025-05-06,LRT,511964
2025-05-06,MRT,347269
2025-05-06,Monorail,70701
2025-05-06,KTM,247056
2025-05-07,Bus,367872
2025-05-07,LRT,509522
2025-05-07,MRT,326734
2025-05-07,Monorail,72897
2025-05-07,KTM,257541
2025-05-08,Bus,347166
2025-05-08,LRT,507600
2025-05-08,MRT,338644
2025-05-08,Monorail,73742
2025-05-08,KTM,264948
2025-05-09,Bus,346272
2025-05-09,LRT,502429
2025-05-09,MRT,355111
2025-05-09,Monorail,72136
2025-05-09,KTM,247260
2025-05-10,Bus,256699
2025-05-10,LRT,355770
2025-05-10,MRT,230641
2025-05-10,Monorail,52620
2025-05-10,KTM,178840
2025-05-11,Bus,228863
2025-05-11,LRT,297917
2025-05-11,MRT,206944
2025-05-11,Monorail,44884
2025-05-11,KTM,163087
2025-05-12,Bus,353271
2025-05-12,LRT,505601
2025-05-12,MRT,334561
2025-05-12,Monorail,71529
2025-05-12,KTM,262158
2025-05-13,Bus,334294
2025-05-13,LRT,511305
2025-05-13,MRT,361919
2025-05-13,Monorail,68959
2025-05-13,KTM,263468
2025-05-14,Bus,359366
2025-05-14,LRT,502452
2025-05-14,MRT,342870
2025-05-14,Monorail,69447
2025-05-14,KTM,251933
2025-05-15,Bus,336483
2025-05-15,LRT,513115
2025-05-15,MRT,336294
2025-05-15,Monorail,68788
2025-05-15,KTM,260469
2025-05-16,Bus,356525
2025-05-16,LRT,480209
2025-05-16,MRT,335221
2025-05-16,Monorail,71102
2025-05-16,KTM,253842
2025-05-17,Bus,251329
2025-05-17,LRT,362718
2025-05-17,MRT,246731
2025-05-17,Monorail,51832
2025-05-17,KTM,186524
2025-05-18,Bus,223687
2025-05-18,LRT,321831
2025-05-18,MRT,213011
2025-05-18,Monorail,41398
2025-05-18,KTM,152522
2025-05-19,Bus,342434
2025-05-19,LRT,501059
2025-05-19,MRT,330371
2025-05-19,Monorail,71438
2025-05-19,KTM,257916
2025-05-20,Bus,342421
2025-05-20,LRT,494174
2025-05-20,MRT,354393
2025-05-20,Monorail,69557
2025-05-20,KTM,261112
2025-05-21,Bus,350667
2025-05-21,LRT,502800
2025-05-21,MRT,338439
2025-05-21,Monorail,69145
2025-05-21,KTM,268768
2025-05-22,Bus,343794
2025-05-22,LRT,474012
2025-05-22,MRT,347793
2025-05-22,Monorail,69976
2025-05-22,KTM,264651
2025-05-23,Bus,345754
2025-05-23,LRT,500010
2025-05-23,MRT,336455
2025-05-23,Monorail,68976
2025-05-23,KTM,254955
2025-05-24,Bus,247966
2025-05-24,LRT,380163
2025-05-24,MRT,249483
2025-05-24,Monorail,52394
2025-05-24,KTM,183851
2025-05-25,Bus,237728
2025-05-25,LRT,303204
2025-05-25,MRT,211442
2025-05-25,Monorail,43748
2025-05-25,KTM,166738
2025-05-26,Bus,344404
2025-05-26,LRT,485749
2025-05-26,MRT,348790
2025-05-26,Monorail,72644
2025-05-26,KTM,255175
2025-05-27,Bus,353226
2025-05-27,LRT,485094
2025-05-27,MRT,338828
2025-05-27,Monorail,70153
2025-05-27,KTM,248050
2025-05-28,Bus,351513
2025-05-28,LRT,485424
2025-05-28,MRT,335932
2025-05-28,Monorail,70189
2025-05-28,KTM,246238
2025-05-29,Bus,359712
2025-05-29,LRT,509535
2025-05-29,MRT,336546
2025-05-29,Monorail,74596
2025-05-29,KTM,260789
2025-05-30,Bus,345670
2025-05-30,LRT,505060
2025-05-30,MRT,337217
2025-05-30,Monorail,67740
2025-05-30,KTM,254992
2025-05-31,Bus,246245
2025-05-31,LRT,347026
2025-05-31,MRT,244944
2025-05-31,Monorail,53528
2025-05-31,KTM,185851
2025-06-01,Bus,213696
2025-06-01,LRT,309623
2025-06-01,MRT,215292
2025-06-01,Monorail,47022
2025-06-01,KTM,150474
2025-06-02,Bus,349052
2025-06-02,LRT,500042
2025-06-02,MRT,337466
2025-06-02,Monorail,72092
2025-06-02,KTM,251072
2025-06-03,Bus,340551
2025-06-03,LRT,493620
2025-06-03,MRT,341057
2025-06-03,Monorail,69915
2025-06-03,KTM,257990
2025-06-04,Bus,342502
2025-06-04,LRT,482267
2025-06-04,MRT,342338
2025-06-04,Monorail,73301
2025-06-04,KTM,258242
2025-06-05,Bus,345300
2025-06-05,LRT,495920
2025-06-05,MRT,334506
2025-06-05,Monorail,69851
2025-06-05,KTM,247048
2025-06-06,Bus,350521
2025-06-06,LRT,502192
2025-06-06,MRT,325484
2025-06-06,Monorail,69061
2025-06-06,KTM,241042
2025-06-07,Bus,249239
2025-06-07,LRT,366731
2025-06-07,MRT,236182
2025-06-07,Monorail,49928
2025-06-07,KTM,176434
2025-06-08,Bus,220163
2025-06-08,LRT,320533
2025-06-08,MRT,195231
2025-06-08,Monorail,42508
2025-06-08,KTM,150315
2025-06-09,Bus,352477
2025-06-09,LRT,487250
2025-06-09,MRT,334233
2025-06-09,Monorail,68466
2025-06-09,KTM,244819
2025-06-10,Bus,335286
2025-06-10,LRT,496706
2025-06-10,MRT,328955
2025-06-10,Monorail,72435
2025-06-10,KTM,261579
2025-06-11,Bus,349788
2025-06-11,LRT,495219
2025-06-11,MRT,329042
2025-06-11,Monorail,68719
2025-06-11,KTM,240272
2025-06-12,Bus,336583
2025-06-12,LRT,498407
2025-06-12,MRT,324859
2025-06-12,Monorail,70127
2025-06-12,KTM,256855
2025-06-13,Bus,324168
2025-06-13,LRT,492713
2025-06-13,MRT,331551
2025-06-13,Monorail,67326
2025-06-13,KTM,258701
2025-06-14,Bus,238389
2025-06-14,LRT,345998
2025-06-14,MRT,234456
2025-06-14,Monorail,50531
2025-06-14,KTM,184939
2025-06-15,Bus,209713
2025-06-15,LRT,275351
2025-06-15,MRT,211967
2025-06-15,Monorail,41180
2025-06-15,KTM,159798
2025-06-16,Bus,347509
2025-06-16,LRT,505388
2025-06-16,MRT,337723
2025-06-16,Monorail,67708
2025-06-16,KTM,258464
2025-06-17,Bus,349045
2025-06-17,LRT,501144
2025-06-17,MRT,338677
2025-06-17,Monorail,69753
2025-06-17,KTM,263443
2025-06-18,Bus,354282
2025-06-18,LRT,486281
2025-06-18,MRT,328038
2025-06-18,Monorail,71983
2025-06-18,KTM,251555
2025-06-19,Bus,333930
2025-06-19,LRT,493087
2025-06-19,MRT,319529
2025-06-19,Monorail,70736
2025-06-19,KTM,253767
2025-06-20,Bus,336957
2025-06-20,LRT,487372
2025-06-20,MRT,331807
2025-06-20,Monorail,70825
2025-06-20,KTM,260202
2025-06-21,Bus,248671
2025-06-21,LRT,350078
2025-06-21,MRT,235788
2025-06-21,Monorail,49994
2025-06-21,KTM,176296
2025-06-22,Bus,224241
2025-06-22,LRT,302203
2025-06-22,MRT,207666
2025-06-22,Monorail,42586
2025-06-22,KTM,156714
2025-06-23,Bus,348607
2025-06-23,LRT,496018
2025-06-23,MRT,335782
2025-06-23,Monorail,71240
2025-06-23,KTM,247457
2025-06-24,Bus,347319
2025-06-24,LRT,483493
2025-06-24,MRT,339773
2025-06-24,Monorail,68554
2025-06-24,KTM,255352
2025-06-25,Bus,342741
2025-06-25,LRT,476091
2025-06-25,MRT,340798
2025-06-25,Monorail,71233
2025-06-25,KTM,242195
2025-06-26,Bus,333339
2025-06-26,LRT,505074
2025-06-26,MRT,325922
2025-06-26,Monorail,71971
2025-06-26,KTM,260072
2025-06-27,Bus,340745
2025-06-27,LRT,489560
2025-06-27,MRT,328234
2025-06-27,Monorail,67874
2025-06-27,KTM,261388
2025-06-28,Bus,236476
2025-06-28,LRT,349734
2025-06-28,MRT,245588
2025-06-28,Monorail,48664
2025-06-28,KTM,183877
2025-06-29,Bus,211708
2025-06-29,LRT,310024
2025-06-29,MRT,209998
2025-06-29,Monorail,41978
2025-06-29,KTM,139179
2025-06-30,Bus,340293
2025-06-30,LRT,489574
2025-06-30,MRT,329649
2025-06-30,Monorail,66517
2025-06-30,KTM,245618
2025-07-01,Bus,346061
2025-07-01,LRT,483202
2025-07-01,MRT,349971
2025-07-01,Monorail,68606
2025-07-01,KTM,261256
2025-07-02,Bus,343448
2025-07-02,LRT,490900
2025-07-02,MRT,338220
2025-07-02,Monorail,72013
2025-07-02,KTM,248113
2025-07-03,Bus,333773
2025-07-03,LRT,482229
2025-07-03,MRT,330035
2025-07-03,Monorail,67391
2025-07-03,KTM,234567
2025-07-04,Bus,342138
2025-07-04,LRT,493443
2025-07-04,MRT,329785
2025-07-04,Monorail,71968
2025-07-04,KTM,250456
2025-07-05,Bus,244559
2025-07-05,LRT,349076
2025-07-05,MRT,247584
2025-07-05,Monorail,49078
2025-07-05,KTM,181856
2025-07-06,Bus,210640
2025-07-06,LRT,313865
2025-07-06,MRT,206509
2025-07-06,Monorail,47084
2025-07-06,KTM,157576
2025-07-07,Bus,336693
2025-07-07,LRT,495064
2025-07-07,MRT,333113
2025-07-07,Monorail,67917
2025-07-07,KTM,252945
2025-07-08,Bus,337571
2025-07-08,LRT,492131
2025-07-08,MRT,337128
2025-07-08,Monorail,68920
2025-07-08,KTM,257456
2025-07-09,Bus,340106
2025-07-09,LRT,477838
2025-07-09,MRT,336222
2025-07-09,Monorail,67380
2025-07-09,KTM,246569
2025-07-10,Bus,326857
2025-07-10,LRT,493164
2025-07-10,MRT,331326
2025-07-10,Monorail,67769
2025-07-10,KTM,250587
2025-07-11,Bus,335216
2025-07-11,LRT,482355
2025-07-11,MRT,337463
2025-07-11,Monorail,71674
2025-07-11,KTM,249598
2025-07-12,Bus,247179
2025-07-12,LRT,346175
