date,bus_rkl,bus_rkn,bus_rpn,rail_lrt_ampang,rail_lrt_kj,rail_monorail,rail_mrt_kajang,rail_mrt_pjy,rail_ets,rail_intercity,rail_komuter,rail_komuter_utara,rail_tebrau
2024-06-26,189622,16953,118026,149324,329696,64139,260026,56431,14960,6369,195126,23337,4789
2024-06-27,180371,19762,118995,147600,335044,68603,269711,55233,14381,7782,200107,27360,3347
2024-06-28,194253,18931,119015,138670,311127,68784,269470,55224,14859,6140,190335,24840,4601
2024-06-29,134806,12525,86042,104801,229753,48181,192290,45136,9486,3741,135288,17916,4257
2024-06-30,110332,11553,71472,96723,178839,40598,166399,33445,11502,4328,115732,15867,2623
2024-07-01,194856,18211,116977,146170,320122,67619,252547,57259,18111,5920,190817,21740,3999
2024-07-02,191650,17061,118443,147341,313938,65961,270888,56349,13010,3829,173531,23616,3818
2024-07-03,181107,18417,118643,152525,319434,62331,251075,52877,16006,5618,188826,25177,3300
2024-07-04,197832,17402,117208,151376,348963,67406,251404,52768,15976,10300,189979,24476,2865
2024-07-05,191557,16922,119814,152288,337410,68015,262968,55695,15882,3965,187763,27779,3727
2024-07-06,135176,10806,79073,94335,217532,50505,183337,35348,10426,4948,127249,16807,3580
2024-07-07,125185,10811,70960,99114,204187,39625,162624,39204,11043,3651,116003,16572,1357
2024-07-08,188520,19095,117531,150395,328256,66619,262915,54925,16131,8893,179839,25644,4022
2024-07-09,187392,17250,115461,158262,317357,66629,273096,54698,16966,4911,198104,24637,3863
2024-07-10,183805,21920,124083,144080,322080,66280,262685,58841,14566,6545,186740,24898,6519
2024-07-11,190582,19532,118402,139741,322847,66305,254510,55409,13687,7331,176629,23964,5093
2024-07-12,189910,20132,118896,147372,307359,66122,264291,57365,16134,6160,186840,21428,5069
2024-07-13,134854,14280,83432,104836,220604,47945,180111,38683,9888,3571,140254,18074,4204
2024-07-14,111631,13991,73207,94107,199890,42356,167484,34643,11054,3935,117417,15748,1812
2024-07-15,187724,17063,113865,151805,320564,68334,259239,58092,12654,5975,182644,25231,5968
2024-07-16,186531,14474,117460,146680,312778,64448,261686,53494,14885,5968,183863,24435,4322
2024-07-17,179456,17542,114725,145943,311816,65556,244877,56946,14678,7643,185947,25785,4045
2024-07-18,178604,18995,116973,149195,318325,65037,241160,49563,15054,6927,185011,23019,2464
2024-07-19,189779,18395,108948,145738,327399,64727,246772,58747,15848,7125,180373,26509,3560
2024-07-20,119943,13480,80901,104206,228869,44225,199215,38613,11687,5038,134464,16011,568
2024-07-21,116755,13180,78135,95476,212948,40825,151189,34221,10462,5248,108656,14894,2206
2024-07-22,183755,18705,120625,152131,312010,66675,263505,55275,16493,8132,192373,25295,3318
2024-07-23,193547,19304,122278,151300,320267,65408,252876,53062,15236,5982,192966,23490,3556
2024-07-24,183502,16766,122465,145787,314952,65663,255835,52849,18307,7472,181370,25375,2221
2024-07-25,189794,16531,119917,137146,323715,66468,257215,56761,17326,4613,182878,23726,5040
2024-07-26,183872,20466,115934,145745,310633,68375,270019,56859,15025,3319,184426,24407,4889
2024-07-27,134539,13185,80953,102058,247089,46410,189751,37688,10932,7043,134244,17166,5224
2024-07-28,119336,10316,76801,90119,181026,38367,162423,35700,9119,3490,117125,14144,4776
2024-07-29,183270,17190,117590,143282,333822,65362,267033,56774,15917,6693,189103,27576,4294
2024-07-30,191260,17142,126025,146050,318328,69184,252162,54415,14108,4696,188896,22929,5463
2024-07-31,180179,17047,115992,141559,322567,63221,265073,52108,14348,4631,195002,20750,4433
2024-08-01,188638,16342,125001,141561,332243,67223,265644,55650,12599,5430,188055,23147,3533
2024-08-02,192037,16019,117517,152392,327609,68187,265454,56639,14981,7258,180417,24540,3732
2024-08-03,138190,12816,89639,101634,223055,42838,184967,39963,12607,3902,126121,16955,3819
2024-08-04,126406,10414,79068,91116,203610,41645,156891,33048,9409,3505,125329,16609,8064
2024-08-05,182499,19792,114356,151056,336784,67030,251694,56843,15371,5378,190258,25788,5678
2024-08-06,179026,18600,116191,150827,310633,65308,252078,58822,15871,7954,188506,23829,4434
2024-08-07,181085,18553,114235,150254,338921,64545,251143,53717,14136,7551,189784,21774,4753
2024-08-08,190168,17080,113505,148061,322433,64630,260873,54882,15518,5722,188114,22364,4740
2024-08-09,189204,17978,120088,149842,314582,65118,256229,62470,16681,7297,189563,24232,3975
2024-08-10,134764,13592,84070,111555,220927,46741,188979,40757,11555,4256,132640,15129,3970
2024-08-11,109312,12290,73144,92736,195335,39786,163569,31294,10911,3493,121816,14492,2329
2024-08-12,190503,18000,119582,138553,299878,65021,249609,54375,17170,6300,184058,26388,2728
2024-08-13,179432,19700,111116,144199,314330,67993,249297,53663,16353,7233,181898,24762,4742
2024-08-14,192554,18136,122059,149481,315670,63283,255805,56493,14490,5159,177469,24309,4921
2024-08-15,201888,19273,116311,143680,307905,62220,251546,56299,14984,7039,185477,22672,3892
2024-08-16,188060,17401,119354,153412,325031,67965,250664,53926,18051,9731,193776,24498,4506
2024-08-17,137130,10401,86740,105077,226801,46852,198247,44605,11541,4825,131877,17050,4240
2024-08-18,112551,11615,77593,91066,191018,39899,147767,34619,9814,3989,108063,15369,2463
2024-08-19,175871,19154,117031,151135,314625,65340,272661,54344,14270,6240,188166,25296,3481
2024-08-20,182498,18931,109951,145409,320972,65948,259328,52420,15304,6998,182923,25547,3126
2024-08-21,179742,18704,117537,146934,318229,64502,264598,53226,16390,4177,195083,24387,3740
2024-08-22,177739,17578,118010,150044,310836,66494,263634,52339,15440,8646,192409,24955,6154
2024-08-23,195219,16907,113670,139694,318574,63616,261651,54969,14715,7672,179348,23414,3813
2024-08-24,135180,13818,84939,103926,227988,46555,197663,37702,10709,3699,133214,19106,3423
2024-08-25,117181,11826,71422,94148,185926,36269,150948,36326,11163,3976,111327,13655,2091
2024-08-26,183869,17253,112518,146290,314457,67736,255571,53962,16308,5591,179841,23855,3524
2024-08-27,184586,19680,119529,152360,322597,65095,250194,57517,16124,6746,185936,26017,2890
2024-08-28,190841,16778,115194,139095,322471,66733,243696,56639,15995,6424,190753,23435,4212
2024-08-29,185297,17210,115723,138573,314836,66344,251568,57019,13800,6649,185727,22142,3378
2024-08-30,188380,20438,115508,149249,323353,66476,270910,57642,15763,4951,183285,23533,5795
2024-08-31,132417,14263,88630,108799,218914,47069,183386,44868,12525,3913,121763,19472,2789
2024-09-01,114254,10788,73213,90539,189546,41720,175875,32580,9290,5517,112892,11719,2492
2024-09-02,179530,18656,118576,149109,317768,64187,275119,58084,16869,5682,191083,24545,3873
2024-09-03,176352,18461,116748,150592,334257,63770,282045,56962,16284,2833,180550,23438,4617
2024-09-04,185821,14239,119890,143794,321614,65849,273682,58623,16664,6198,195097,24135,6128
2024-09-05,187562,16913,122975,144246,317439,64715,277121,56241,15614,9656,184721,23861,2711
2024-09-06,180123,18157,120515,148133,334606,68814,261547,58904,16740,7546,189020,25823,4490
2024-09-07,134608,12606,87534,109987,227682,48273,188256,37065,9213,3819,133095,17635,844
2024-09-08,116367,11661,75424,86247,219501,39539,162851,32187,9680,3899,109982,16631,4202
2024-09-09,175279,19871,113411,146420,315124,65493,259012,54543,16503,7317,190354,26304,3968
2024-09-10,182132,17759,115167,146213,310382,66279,260147,55781,15940,4028,184584,24421,2095
2024-09-11,189439,16687,117508,149090,318362,65886,264749,56087,17019,5243,183275,23837,2391
2024-09-12,189324,18698,115687,147231,317576,66547,255427,54124,15327,6936,174708,24941,5212
2024-09-13,180805,17751,114504,144894,312295,66151,248451,53501,14800,8551,195124,25231,1866
2024-09-14,135649,12896,78582,111466,254939,44821,189256,38669,8976,4014,135319,15821,3337
2024-09-15,121710,10876,68597,88963,201372,36737,155278,30439,9266,6083,122639,15467,1972
2024-09-16,191491,21489,117332,146007,324334,65292,254497,55274,16238,5381,191348,23997,3851
2024-09-17,186676,14967,117991,140361,315596,67117,257924,55854,16568,1829,194054,23747,3204
2024-09-18,184626,17664,115470,144188,314520,65321,256184,57110,13653,7404,184793,23343,2828
2024-09-19,183746,18224,118523,149547,329692,68443,267540,56433,17130,7130,180320,23442,3456
2024-09-20,189827,17095,116742,148708,304189,65946,257793,60508,14229,7394,192185,26266,4887
2024-09-21,135904,14437,88961,108683,219640,50198,195424,42375,11029,5550,136060,17011,2568
2024-09-22,119592,12489,72769,93749,196118,43197,162230,36590,8871,4228,113964,16836,3120
2024-09-23,188028,18167,120725,156441,332893,68108,258472,56966,16112,6053,192132,24587,3789
2024-09-24,191850,17845,119019,144125,316627,63719,260392,57405,15678,6105,189744,22695,4942
2024-09-25,187872,18079,113430,140354,324144,66109,249337,55526,16468,5783,191607,24683,4677
2024-09-26,191716,18092,118027,142851,320522,68470,261844,56339,18045,5865,182415,22619,3388
2024-09-27,192223,18134,114048,144385,332562,66627,265797,60908,16095,3961,193546,25315,2831
2024-09-28,130510,12867,84859,101941,215690,48679,194309,40230,10425,2974,135445,17263,4256
2024-09-29,106238,11685,70810,91857,205621,38288,150481,31473,10272,3753,122698,16419,1456
2024-09-30,196049,19354,119764,152978,318615,69875,247828,57890,18193,3385,193601,26569,4797
2024-10-01,190927,16662,115002,155795,332642,65294,258100,58937,16618,3767,194037,22075,4206
2024-10-02,180072,16928,119768,151325,316233,62963,272858,57153,17013,6028,189654,23992,3540
2024-10-03,185650,15917,121744,158481,324283,66183,264018,52088,13588,6308,194254,22876,4746
2024-10-04,193911,19726,122944,147654,323165,62112,256467,60019,16266,6060,196529,27933,6014
2024-10-05,135033,13663,83592,100354,223964,46054,177858,41486,10977,1456,140465,17125,3846
2024-10-06,114811,12190,74362,97138,188971,46480,157539,34466,8848,6117,119213,13347,2760
2024-10-07,197545,16401,120517,141329,318915,66199,256860,59832,15726,4549,194471,28077,6360
2024-10-08,184066,21083,125312,146087,325725,64176,269846,51822,15908,5385,187660,23634,1912
2024-10-09,185502,17606,114774,151681,317445,67030,270516,57185,14923,4789,199039,22298,2672
2024-10-10,191145,18742,116804,149021,321583,65251,254823,55576,16026,8248,181364,23002,3548
2024-10-11,192199,19747,129819,148686,306990,68710,268704,60681,15542,7065,190953,24962,6092
2024-10-12,139621,11891,85495,102553,230442,46540,194362,41629,12311,4040,135143,17893,4281
2024-10-13,122946,10686,67865,92718,211198,42112,154115,33178,10096,3297,114799,14100,274
2024-10-14,191343,18785,118120,154043,331824,64860,262584,59870,16301,6746,192661,24047,3592
2024-10-15,193023,22689,110531,149821,324463,72190,265933,50903,17122,4823,184794,24863,2395
2024-10-16,188959,18976,121089,146182,327715,68131,264678,58347,16555,7022,203059,26779,4129
2024-10-17,190816,20883,123124,144427,317717,66892,250450,53946,15804,5770,183689,25303,5403
2024-10-18,191143,20308,117163,146394,341031,66633,264649,55977,13001,7215,185993,23969,5504
2024-10-19,138443,13900,85043,109693,254130,47328,194774,40554,12088,5348,131972,17531,3378
2024-10-20,122514,10074,77905,94523,203655,40219,175686,37733,8585,3241,119794,16552,2025
2024-10-21,193870,20120,114394,146632,350592,65755,258877,62729,15723,3751,197156,27367,4064
2024-10-22,191133,16407,115946,140567,319833,70596,259943,52802,16348,6192,194533,23201,5117
2024-10-23,186505,20925,119822,152082,314593,66278,262643,58398,17654,4572,199876,26541,7366
2024-10-24,191446,18895,118050,146422,319867,63236,266597,62821,18349,6638,187206,24413,2599
2024-10-25,191011,14757,119710,153399,324661,65148,265242,55915,14626,6188,195548,22458,6346
2024-10-26,138777,12913,82561,105055,257218,50377,195159,39726,9656,3914,136548,15199,3356
2024-10-27,130844,12504,75682,89047,200126,41352,155550,36187,10289,2307,120361,17451,3715
2024-10-28,188567,18298,120403,151302,319119,67265,267947,59521,16222,8147,198343,27113,4457
2024-10-29,193901,19693,122907,160973,318929,69844,259376,59128,14281,5936,182902,24093,6105
2024-10-30,197579,17426,121755,154058,338372,66084,264103,56623,15890,9729,203449,24642,4657
2024-10-31,192321,16773,121845,151476,337207,68871,278414,55550,16728,6603,191701,22300,3339
2024-11-01,206253,18720,117051,153663,325841,66881,256794,61316,14389,7083,185145,26319,4856
2024-11-02,137186,13607,89684,101960,220320,50244,190566,39869,10220,4814,135960,18094,4582
2024-11-03,121794,11178,74636,89531,194440,41560,156286,31232,9093,4563,121026,13299,2637
2024-11-04,189252,20643,121735,141448,347277,67833,269133,54507,15791,8095,190557,25527,1456
2024-11-05,191842,17632,126051,159988,337722,69945,276143,56740,17024,8115,183156,23151,4103
2024-11-06,195281,19336,119954,159201,332035,69846,269588,61951,15657,4243,195179,26087,4393
2024-11-07,198706,18991,127261,154361,349285,68108,267565,55290,16182,7787,190758,23642,4203
2024-11-08,195914,16639,127665,153337,350341,67554,278790,62107,19150,7308,198501,25788,3598
2024-11-09,146840,11700,90973,103301,238735,52451,196065,45275,10321,4830,134480,17236,4860
2024-11-10,120004,11753,72699,93874,205839,43658,173035,36762,9124,6432,133538,12147,0
2024-11-11,192694,21824,115227,160846,326985,67845,274627,52056,17065,9016,198120,26826,4402
2024-11-12,209611,19797,126711,153723,330019,67381,247332,55512,17494,7875,196493,26926,4423
2024-11-13,196973,16456,123416,150800,318889,70699,268932,56933,16731,5925,198992,24584,7109
2024-11-14,190949,14454,120510,145714,319080,68973,261457,62888,18624,5053,185558,25796,4264
2024-11-15,191224,20060,127296,159472,317117,68477,263548,57183,16622,7686,193046,26059,4888
2024-11-16,135332,13545,85756,110270,250461,49792,205740,40297,9000,6640,150974,19008,3257
2024-11-17,126289,13453,75010,87643,192243,43373,164703,36863,10185,1401,119794,18360,2789
2024-11-18,193466,17752,125294,149776,352536,68833,284947,55220,15457,8149,195874,26081,6676
2024-11-19,196327,19557,119662,148351,327450,71340,259897,58730,18108,6343,193776,24938,2798
2024-11-20,195415,20293,123260,153448,351016,71500,262575,56842,17554,4250,204638,26135,3401
2024-11-21,199956,18425,127537,155038,331397,70132,276898,65606,14118,7331,195298,24867,5323
2024-11-22,191377,18470,124564,152062,320297,71828,268658,56641,18099,7930,189856,23933,4655
2024-11-23,135322,13792,93579,114525,253584,49840,197813,47293,12996,4355,156118,20226,2722
2024-11-24,122981,12643,80848,96124,221324,44283,167584,33750,9669,2734,114572,16655,2580
2024-11-25,199831,19113,124137,159226,327303,71264,270800,59740,16208,9029,196714,22797,5552
2024-11-26,198499,20566,116047,153171,332992,71346,269775,60384,18206,5820,192735,24584,4976
2024-11-27,192339,18491,120442,168093,327829,71200,273688,59538,13677,8293,193668,26766,3363
2024-11-28,200715,17246,127067,152512,335516,70699,277438,59436,16953,4690,191836,23304,4649
2024-11-29,193013,22070,119087,151162,337941,73340,285097,61440,17841,7300,194878,24541,4265
2024-11-30,139161,12951,88571,107291,239457,49045,194985,43767,11672,5379,148045,22490,3757
2024-12-01,117524,11124,78704,95652,192601,42987,166818,36488,11064,5375,112653,15487,2264
2024-12-02,205327,19196,130269,148403,333154,69460,270143,57916,16588,8788,205883,27425,2723
2024-12-03,201797,19405,123231,157292,345567,69218,285607,59240,15403,5680,205088,28073,5265
2024-12-04,201802,18761,123094,147850,337223,66115,279869,59263,15383,7487,202036,24481,5102
2024-12-05,205517,19314,125262,156970,336382,72732,260287,59267,17450,4945,200075,26264,6275
2024-12-06,214337,19298,126774,150519,330962,68108,260177,60006,15644,4935,201076,28975,2591
2024-12-07,133794,14202,89932,111041,239065,50852,191845,39583,9834,4116,151689,19343,3053
2024-12-08,119370,8590,81634,99758,224317,40767,172572,34584,10414,4773,114233,19625,2402
2024-12-09,195878,22141,123074,166812,329841,71495,275478,62058,15851,9076,204078,24996,3844
2024-12-10,194749,19206,126390,152233,347712,68813,279905,54407,14939,9328,196070,28669,2303
2024-12-11,193665,20282,127632,156401,341634,68189,274859,63081,16669,6345,204964,26020,2947
2024-12-12,198136,17448,124787,154041,343793,70843,287126,58747,17622,7242,197146,25526,4756
2024-12-13,193237,18785,129225,153540,334851,69158,282579,64374,16628,8108,204646,27000,3720
2024-12-14,145950,13052,91529,110260,242963,49701,199969,46450,10523,5959,136051,18598,2051
2024-12-15,124477,14231,81191,101293,212209,44135,180594,36575,10960,4016,115269,16046,4660
2024-12-16,203140,18668,127297,155607,337735,72267,264773,59809,18041,6956,200614,26835,7610
2024-12-17,203461,20640,128043,167651,346084,69172,276977,64408,19645,6710,209383,23418,4333
2024-12-18,204162,18608,124631,159813,347572,68896,278921,63665,18619,6584,204567,24954,2385
2024-12-19,198938,18913,124747,153748,364080,70937,282716,62971,15329,6410,204703,27259,4952
2024-12-20,212906,19231,131335,156684,346477,72004,265232,63456,17860,6715,206716,27685,1606
2024-12-21,146271,15984,93782,110572,229716,53983,198597,40951,12382,4408,143322,19415,1363
2024-12-22,114651,9416,75343,101785,224549,41979,175944,38154,8818,2738,128813,16685,3304
2024-12-23,196164,17726,128025,151566,342824,70519,282734,58842,17128,8059,199255,26870,2564
2024-12-24,149963,13123,92989,119341,283971,57325,224954,45273,15093,5926,156708,21627,3149
2024-12-25,157682,14112,97978,121992,280220,58587,222611,47809,14343,7364,157384,18855,1901
2024-12-26,157220,14438,102246,126425,265890,54124,217896,46727,12028,5781,155983,19946,3526
2024-12-27,199826,17360,127404,164616,352785,69948,285228,60583,16822,6356,202818,26247,5964
2024-12-28,156986,13135,92538,120768,243699,52188,200283,42711,12773,4141,145008,19289,2378
2024-12-29,128754,9310,68868,101215,214899,43212,175068,34755,8101,4361,122268,13207,2736
2024-12-30,206964,18280,126809,159312,353263,70097,286884,65415,14559,7684,202940,24542,3358
2024-12-31,197980,21525,129472,163269,357697,72117,280704,61621,17072,6613,204761,26427,3457
2025-01-01,197104,20317,129601,154442,354786,74486,283129,57475,17048,4942,197294,27906,3330
2025-01-02,202977,20017,131428,151510,347283,68962,287914,61583,14351,5934,205861,25777,5517
2025-01-03,203875,18299,127425,161548,370291,74488,286209,64980,17369,6961,200950,25424,2551
2025-01-04,135942,12001,91762,110654,246441,50444,211728,46478,13605,5997,147861,19832,2765
2025-01-05,124992,10610,74920,98839,200149,45109,192133,36692,10165,2301,122775,15915,3322
2025-01-06,203431,19737,127719,160511,334196,74822,286740,60083,16962,7309,209956,27802,5697
2025-01-07,202308,21077,124119,161183,361741,72405,278033,58975,17665,7255,209577,26168,5067
2025-01-08,199144,21141,122163,164297,347334,71241,285677,59560,17498,6352,198591,24846,4377
2025-01-09,200802,20760,124917,163950,349807,73273,285547,59811,14665,6174,207473,28668,3710
2025-01-10,202951,18783,134066,161291,343422,71585,286852,57840,15708,5977,212730,28412,5731
2025-01-11,147434,14342,91854,113677,246853,52837,214734,43212,11663,5213,142227,17701,2058
2025-01-12,129957,11861,80734,100083,208965,44255,162300,39055,9349,5849,122271,17081,1632
2025-01-13,210333,19605,127274,158186,353733,73753,294332,60617,18945,8603,209212,26122,6317
2025-01-14,202871,22876,122904,160037,348602,69405,297102,62243,17833,5473,198020,27559,4980
2025-01-15,202117,17362,132515,172391,353874,70197,287488,65801,15490,6743,201102,25335,5031
2025-01-16,207200,19598,121749,161905,353211,69476,287866,66382,16711,4039,199926,27975,5308
2025-01-17,208297,21716,127486,163181,346218,72162,281681,61670,18538,7152,209847,28478,4375
2025-01-18,145242,12243,93057,113090,238561,49089,204329,46758,11384,5854,144360,17805,1304
2025-01-19,131593,11451,81156,104531,202837,43520,181366,37981,11711,6470,126126,16669,3135
2025-01-20,210751,19223,127149,164857,379555,70259,288951,60758,18914,4607,201962,28563,4488
2025-01-21,212614,19682,123354,164995,365156,75353,289808,59231,18699,5555,212627,25255,3356
2025-01-22,215441,17698,127061,162699,364084,70583,289277,62285,17313,7223,201620,25772,3048
2025-01-23,200953,20899,127329,166370,345276,70054,291542,64825,18769,4848,198713,27785,4458
2025-01-24,205955,21015,127329,167509,351970,73095,290874,58972,16386,7270,198630,26569,2691
2025-01-25,148391,15182,97068,117930,245813,55603,197393,44068,15670,5911,152741,16953,3066
2025-01-26,127267,11178,76484,100057,206049,44850,183205,37755,10935,2639,132545,16163,2452
2025-01-27,202686,20211,131330,166181,346996,72675,299624,62908,18673,7230,213988,29481,4372
2025-01-28,138735,13152,91640,110921,255721,52719,199768,44094,11653,3793,140134,20981,3556
2025-01-29,144933,13738,93658,111559,252664,52188,208065,44605,12474,6242,144225,18158,3765
2025-01-30,141691,16279,91042,113654,240839,51602,195247,47015,12523,5140,154644,17880,2507
2025-01-31,145086,14192,93357,108584,245325,50258,200123,42201,11139,4343,144129,18369,4003
2025-02-01,100477,8873,64979,83990,181941,37143,139841,29662,7691,2370,101755,15377,2068
2025-02-02,84967,8871,57413,67265,148720,29610,130835,27388,7214,3418,89480,12503,3618
2025-02-03,207001,18062,124671,159790,352337,71333,297166,65781,18569,8865,209428,28984,3730
2025-02-04,206662,18297,120783,161009,355591,75384,284027,58534,14615,5994,209458,28301,2348
2025-02-05,209151,18538,131391,162203,355694,75174,293911,63059,16607,6446,203320,24840,5651
2025-02-06,218153,19418,131654,160631,354606,73530,297745,61768,18875,6029,203603,25411,5103
2025-02-07,207718,21439,131883,161925,346228,68956,285029,64447,15453,9148,205323,25806,6153
2025-02-08,151219,15304,91980,116604,248669,50031,206511,46463,14024,2501,145050,18560,3682
2025-02-09,122021,13222,86031,98744,208024,43811,182685,38803,9102,6110,121612,15648,5971
2025-02-10,199415,18511,128834,159127,338241,72506,279313,63647,15908,6551,217349,26052,4284
2025-02-11,215394,19333,131981,167283,352103,70442,286756,60821,16956,6967,205169,27870,5953
2025-02-12,201647,20527,132657,153511,361090,72439,302459,64505,19693,6608,205595,27128,3834
2025-02-13,201090,19228,136652,161856,340519,76404,282392,66008,16309,7395,205877,28768,5210
2025-02-14,206753,19747,129610,160796,356325,73777,292897,62828,14842,6090,207309,27330,5463
2025-02-15,148595,15159,91884,119123,262242,53010,210296,44062,10485,6525,152073,18401,4400
2025-02-16,123461,12000,75895,94734,202187,43319,176474,38480,11922,5875,126357,17010,3871
2025-02-17,205595,20512,136335,160907,351722,69909,288493,64660,15379,5758,214392,24726,185
2025-02-18,214179,22510,132450,162715,370007,70746,300344,62615,18820,7990,211487,23538,4465
2025-02-19,203024,19952,132623,167892,359836,69901,291308,59755,17319,6611,207209,27983,3783
2025-02-20,199872,21927,141985,164759,337110,73356,292637,65168,17189,7165,204668,28559,4051
2025-02-21,212885,21035,132297,158241,361170,73992,299586,60364,17642,9158,214483,27152,4181
2025-02-22,152314,12431,89931,115572,248612,50877,204763,46316,11337,4204,149261,18893,4607
2025-02-23,125441,10944,80709,105246,226797,45740,170300,34323,10885,5656,122464,14769,3105
2025-02-24,199200,19035,127931,158382,348896,76205,301247,63187,15652,7725,214404,28830,3884
2025-02-25,203918,19012,130008,163332,355066,77189,288885,62777,19091,6849,204794,27830,2589
2025-02-26,207819,20133,130039,163702,350634,74904,294795,58060,15891,7610,213732,27539,6643
2025-02-27,214650,21167,129448,162129,355887,73090,282243,63840,17877,7453,195041,27106,3701
2025-02-28,202555,22107,126684,175598,350637,74899,291161,60283,15894,5556,207032,26419,4401
2025-03-01,148120,14916,99406,115107,251849,55041,197196,45184,11615,4260,155590,17679,6153
2025-03-02,131731,11815,81885,102661,207662,41229,177588,37714,10121,2964,128513,17047,1976
2025-03-03,193359,17079,129649,159152,357623,75728,280794,58815,21170,6686,210629,26086,4166
2025-03-04,212314,20219,133129,164839,354768,71802,279139,59929,17132,8878,202378,26268,4853
2025-03-05,200132,20161,132173,166388,337958,71846,283633,60155,16048,7849,209385,29490,2374
2025-03-06,208575,20396,131535,160097,362736,72222,268503,65050,16563,5133,207546,26850,2219
2025-03-07,208171,23201,133007,162470,351802,73562,277268,64708,15137,6700,208943,23251,3894
2025-03-08,154945,16308,94540,113292,256106,50365,212072,50589,12145,5407,160832,18593,2670
2025-03-09,131346,13635,83372,95963,226511,44694,180177,37573,13150,5390,136028,15205,3001
2025-03-10,193852,18755,133364,167367,356894,74029,278185,61329,17638,6197,212178,26747,3228
2025-03-11,202716,19414,131340,160493,364903,73452,290675,63048,18409,5407,212307,24827,5136
2025-03-12,207876,20028,130038,152448,351217,73788,279844,61844,15965,7004,202852,27621,1640
2025-03-13,206088,19043,136186,170669,363857,72433,292160,61297,16924,7850,205337,26534,4458
2025-03-14,209858,20905,129206,159542,355332,74436,285825,62909,17478,7400,199499,26271,5040
2025-03-15,153597,15050,95619,116339,259861,54692,203993,46970,11410,3907,142753,19658,3723
2025-03-16,131900,10932,82626,108265,223503,47276,177147,33663,11211,6763,124103,16623,2605
2025-03-17,206176,21932,128836,162526,366139,73967,306487,61399,18045,6955,207986,26801,3665
2025-03-18,197195,20343,128171,162466,361305,74979,281161,59340,17951,7351,201392,26672,4299
2025-03-19,204926,17683,129782,157866,350372,74861,288756,62479,17017,6197,208015,26983,6224
2025-03-20,209785,20128,129323,156128,348563,78395,293053,63961,18697,8586,207416,27534,3750
2025-03-21,201490,20615,125973,162544,354215,75564,279763,65687,16880,7866,202012,27351,5881
2025-03-22,152928,15966,92107,119150,248232,52532,194568,44210,11935,5533,158472,21150,4819
2025-03-23,133725,12040,82215,102587,210031,43614,173476,39278,12631,2845,121840,15940,485
2025-03-24,208315,21420,135545,161248,334736,72713,293066,58731,15741,8574,214603,27393,4389
2025-03-25,190700,20490,133077,163451,340252,72585,284677,60797,14939,8120,195917,30709,3243
2025-03-26,200598,18307,122079,155390,373696,74238,285559,63478,16068,8469,207664,26981,2536
2025-03-27,218115,18163,133410,165401,348768,71883,294325,59574,17764,7149,201829,27042,5633
2025-03-28,204685,21857,129234,164117,372993,75580,281217,66074,18976,6999,204863,25153,5203
2025-03-29,138591,16303,96042,126254,259435,50038,206256,46662,11524,4867,160176,18406,3642
2025-03-30,135628,13011,81297,101366,219668,42242,166626,36798,13142,7479,127362,16613,1365
2025-03-31,207825,22405,130539,159350,340902,73008,289901,59303,17284,6369,202410,27854,4849
2025-04-01,211873,21572,129599,161666,351730,70927,286454,60611,16926,5432,209252,27769,2753
2025-04-02,207303,21030,129883,160467,369580,70119,290795,60168,15935,6530,204579,27286,4626
2025-04-03,208313,18710,134659,163789,366428,71333,275955,59380,19717,6314,207396,28003,3629
2025-04-04,207788,22556,129898,162017,354306,71091,283253,58910,16880,8735,201487,25298,5941
2025-04-05,152019,15207,97367,111088,242380,52275,195220,44375,10502,3234,143923,20027,2766
2025-04-06,140175,11861,83861,93262,209017,43787,174644,40541,13909,3603,123696,16634,3116
2025-04-07,211145,19064,132293,163040,343649,71523,296050,60661,17614,7291,210989,26984,4837
2025-04-08,197032,20409,123721,167908,363774,72563,282252,63553,18161,8746,205292,26252,4419
2025-04-09,208231,17603,133854,162230,367100,74547,274244,61623,19352,7996,200725,25365,4664
2025-04-10,212061,21052,128348,165414,353513,75433,279477,63974,17910,9219,207430,24971,4931
2025-04-11,212386,18645,132438,166271,348775,72849,272336,60477,18396,7500,206959,27273,3311
2025-04-12,145760,14961,90153,117695,267796,52679,195027,45662,12370,4788,151865,20035,3799
2025-04-13,133977,11659,76411,96797,208733,44623,181593,39014,11578,5515,125346,16414,3969
2025-04-14,210812,19642,136806,162673,352036,73480,273521,65846,17029,5185,206033,26762,5056
2025-04-15,219884,18923,126549,167056,355883,73294,286943,63834,17046,4722,208782,25701,4041
2025-04-16,201488,19788,133877,164091,343312,75110,284717,63074,17233,8347,200814,27533,4754
2025-04-17,202803,22769,130271,165019,345410,68832,280416,58755,16533,7313,211307,26866,4027
2025-04-18,203886,22032,128372,159729,344624,72047,286180,61112,17747,8329,206451,26223,4357
2025-04-19,145283,14926,93313,115555,266334,52857,197593,42941,12963,3908,142445,20571,1649
2025-04-20,122497,12370,75931,99731,235870,44887,182730,36641,11683,6090,121750,17560,4663
2025-04-21,190202,21235,129727,161437,352279,70637,278958,62446,17921,7929,205705,24454,7128
2025-04-22,203034,21647,125969,166711,348594,69921,281291,63002,19755,6981,203164,26826,3564
2025-04-23,207439,18792,128344,151388,345390,74013,280324,63091,18472,7301,210365,25310,5575
